"V1" "V2" "V3" "V5" "V6"
"55" 0.106739379796076 0.760622573636784 0.800449988462208 0.633605536152689 0.5
"56" 0.273133964380948 0.512540513587634 0.355118819045373 0.160441319476384 0.5
"57" 0.370206596202787 0.512540513587634 0.653199959947014 0.434778418583807 0.5
"58" 0.162406426895362 0.481250884392246 0.689270655694506 0.271156473717708 0.6
"59" 0.483749604067474 0.446594649523936 0.552322571875593 0.475624239854498 0.5
"60" 0.873851494231752 0.0383853962327114 0.530499436299989 0.271156473717708 0.5
"61" 0.144674876171709 0.597945812948817 0.576162895421524 0.633605536152689 0.4
"62" 0.434519921604966 0.481250884392246 0.653199959947014 0.160441319476384 0.5
"63" 0.421924445236697 0.32708110947322 0.452788222465574 0.160441319476384 0.5
"64" 0.698918830528897 0.369382048828088 0.331486546039008 0.514201115642476 0.7
"65" 0 0.921976759034606 0.474307905119265 0.78229089557135 0.6
"66" 0.923046209222609 0.260457129989303 0.763517566771068 0.692500967723088 0.7
"67" 0.698918830528897 0.277072795574881 0.731214626703342 0.678341743026102 0.6
"68" 0.741287341026795 0.334871183453424 0.868162710522254 0.732892632189337 0.7
"69" 0.301904557093806 0.520929761995093 0.631680277293323 0.391482165284774 0.7
"70" 0.622610799300406 0.512540513587634 0.2081764028197 0.475624239854498 0.5
"71" 0.126184840990427 0.433930148880701 0.284431780689005 0.368853410333516 0.5
"72" 0.21221676089642 0.446594649523936 0.576162895421524 0.391482165284774 0.6
"73" 0.179513523673849 0.315947182982647 0.611817657669879 0.413448636538203 0.5
"74" 0.873851494231752 0.972658522396742 0.306888258129326 0.648907157422786 0.6
"75" 0.0860241960527671 0.512540513587634 0.544841274712324 0.368853410333516 0.5
"76" 0.162406426895362 0.404845975891879 0.463323835516753 0.368853410333516 0.5
"77" 0.421924445236697 0.504387582036723 0.414482996046411 0.495185619243854 0.5
"78" 0.633696083792089 0.538459534786799 0.452788222465574 0.706304739114956 0.6
"79" 0.243313169500131 0.151532211150519 0.676678564190069 0.244783989555772 0.5
"80" 0.483749604067474 0.529565753002772 0.249297879728143 0.413448636538203 0.5
"81" 0.531360013531378 0.504387582036723 0.377254093357297 0.413448636538203 0.7
"82" 0.446994834730976 0.302046644455021 0.303971993424357 0.189464000332259 0.5
"83" 0.813566615881486 0.323298429319372 0.664672367784824 0.495185619243854 0.5
"84" 0.0860241960527671 0.446594649523936 0.468757440006765 0.601763558267245 0.4
"85" 0.446994834730976 0.374117914864557 0.428189934555892 0.758194128634802 0.7
"86" 0.64471709944626 0.410389077096807 0.664672367784824 0.244783989555772 0.5
"87" 0.287639235518395 0.466841186736475 0.611817657669879 0.706304739114956 0.6
"88" 0.0634676149522354 0.453170447934846 0.821107945172251 0.357282325104895 0.3
"89" 0.243313169500131 0.298728047419147 0.249297879728143 0.217565361185825 0.5
"90" 0.0634676149522354 0.566808464223386 0.523616716939682 0.523510482961694 0.6
"91" 0.566149299873861 0.404845975891879 0.365949219884575 0.345535478047034 0.5
"92" 0.507740919617883 0.587231886505658 0.43292560284213 0.368853410333516 0.7
"93" 0.409202344033358 0.421875985617864 0.479980368192133 0.368853410333516 0.5
"94" 0.95214583352466 0.338883071553229 0.731214626703342 0.601763558267245 0.5
"95" 0.577586959006651 0.529565753002772 0.49778650936232 0.827165601017913 0.7
"96" 0.588949607655959 0.453170447934846 0.491713601398635 0.78229089557135 0.7
"97" 0.21221676089642 0.488751822897989 0.405733457115571 0.550674036574378 0.6
"98" 0 0.557068062827225 0.716462801421065 0.160441319476384 0.5
"99" 0.370206596202787 0.374117914864557 0.306888258129326 0.160441319476384 0.5
"100" 0.730772488867881 0.383905371339926 0.653199959947014 0.455495881352293 0.5
"101" 0.554634086925582 0.504387582036723 0.268785373296658 0.475624239854498 0.5
"102" 0.243313169500131 0.421875985617864 0.242353424527247 0.321500095697779 0.5
"103" 0.507740919617883 0.538459534786799 0.925753088923437 0.816340271796993 0.7
"104" 0 0.63230426671481 0.868162710522254 0.455495881352293 0.6
"105" 0.709589507014902 0.0539199693424685 0.328280459090944 0.244783989555772 0.6
"106" 0.51959520719808 0.481250884392246 0.315840138646661 0.0994668458781365 0.5
"107" 0.258367091191525 0.453170447934846 0.401467464446407 0.53269085304322 0.6
"108" 0.383351080912705 0.459917046304481 0.567968979267939 0.495185619243854 0.6
"109" 0.396346984697818 0.36020942408377 0.523616716939682 0.296717525726709 0.5
"110" 0.483749604067474 0.421875985617864 0.358678691765567 0.217565361185825 0.5
"111" 0.471604760099056 0.142548712689588 0.621557933634459 0.719764856137234 0.6
"112" 0.273133964380948 1 0.631680277293323 0.585193264430183 0.6
"113" 0.873851494231752 0.28299332009388 0.59337505087416 0.678341743026102 0.7
"114" 0.383351080912705 0.453170447934846 0.303971993424357 0.271156473717708 0.6
"115" 0.45935474306395 0.35576643397324 0.369662761368079 0.413448636538203 0.6
"116" 0.370206596202787 0.421875985617864 0.50400576645403 0.475624239854498 0.5
"117" 0.751752708324409 0.36020942408377 0.50400576645403 0.345535478047034 0.7
"118" 0 0.481250884392246 0.552322571875593 0.345535478047034 0.6
"119" 0 0.547622825109736 0.44266587880671 0.345535478047034 0.5
"120" 0.32978740119747 0.446594649523936 0.312821546570886 0.189464000332259 0.6
"121" 0 0.416064156901853 0.576162895421524 0.321500095697779 0.5
"122" 0 0.35576643397324 0.800449988462208 0.648907157422786 0.4
"123" 0.258367091191525 0.466841186736475 0.537570746593316 0.321500095697779 0.5
"124" 0.370206596202787 0.834128369206903 0.196443169613198 0.244783989555772 0.5
"125" 0.655675667221259 0.274187161775705 0.373430517047844 0.550674036574378 0.6
"126" 0.45935474306395 0.399430302300857 0.358678691765567 0.296717525726709 0.5
"127" 0.0634676149522354 0.547622825109736 0.631680277293323 0.244783989555772 0.6
"128" 0.698918830528897 0.410389077096807 0.468757440006765 0.805258220685933 0.6
"129" 0.434519921604966 0.446594649523936 0.602431653113507 0.368853410333516 0.5
"130" 0.633696083792089 0.466841186736475 0.447677428124407 0.455495881352293 0.6
"131" 0.32978740119747 0.512540513587634 0.510378600866757 0.130456599319066 0.5
"132" 0.0634676149522354 0.587231886505658 0.653199959947014 0.568169002390323 0.6
"133" 0.893637461175402 0.0468669260093402 0.868162710522254 0.345535478047034 0.7
"134" 0.179513523673849 0.620463217676812 0.576162895421524 0.413448636538203 0.6
"135" 0.762169733727708 0.466841186736475 0.43292560284213 0.345535478047034 0.6
"136" 0.720206959297661 0.0313210959019323 0.381135169205889 0.160441319476384 0.5
"137" 0 0.14694589877836 0.479980368192133 0.217565361185825 0.6
"138" 0.751752708324409 0.410389077096807 0.389076924440191 0.475624239854498 0.6
"139" 0.903475748621424 0.36020942408377 0.544841274712324 0.53269085304322 0.6
"140" 0.751752708324409 0.36020942408377 0.271328119779503 0.244783989555772 0.5
"141" 0.600239642845211 0.657255048616305 0.631680277293323 0 0.6
"142" 0.655675667221259 0.488751822897989 0.800449988462208 0.793911265526805 0.8
"143" 0.396346984697818 0.459917046304481 0.479980368192133 0.189464000332259 0.5
"144" 0.0634676149522354 0.427829566253778 0.289865385179016 0.296717525726709 0.6
"145" 0.144674876171709 0.453170447934846 0.458002272131325 0.345535478047034 0.6
"146" 0.64471709944626 0.504387582036723 0.373430517047844 0.244783989555772 0.5
"147" 0.434519921604966 0.512540513587634 0.224699591818461 0.217565361185825 0.5
"148" 0.471604760099056 0.433930148880701 0.479980368192133 0.434778418583807 0.5
"149" 0.370206596202787 0.404845975891879 0.369662761368079 0.391482165284774 0.6
"150" 0.196092761971144 0.378957865868861 0.458002272131325 0.495185619243854 0.7
"151" 0.588949607655959 0.36020942408377 0.664672367784824 0.434778418583807 0.5
"152" 0.343435260591747 0.298728047419147 0.344724662111933 0.217565361185825 0.5
"153" 0.0634676149522354 0.459917046304481 0.544841274712324 0.53269085304322 0.6
"154" 0.144674876171709 0.459917046304481 0.315840138646661 0.244783989555772 0.5
"155" 0.566149299873861 0.427829566253778 0.414482996046411 0.217565361185825 0.6
"156" 0.577586959006651 0.576858084711488 0.702508771767431 0.719764856137234 0.7
"157" 0 0.35576643397324 0.401467464446407 0.321500095697779 0.4
"158" 0.32978740119747 0.446594649523936 0.414482996046411 0.217565361185825 0.5
"159" 0.793141504367769 0.364746945898778 0.491713601398635 0.0994668458781365 0.5
"160" 0.434519921604966 0.351415051906227 0.576162895421524 0.189464000332259 0.6
"161" 0.409202344033358 0.453170447934846 0.188907256709517 0.244783989555772 0.5
"162" 0 0.473949970913322 0.423539598285758 0.160441319476384 0.5
"163" 0 0.670410915437093 0.800449988462208 0.53269085304322 0.5
"164" 0.409202344033358 0.330937959826164 0.567968979267939 0.368853410333516 0.6
"165" 0.698918830528897 0.383905371339926 0.642215890344502 0.732892632189337 0.7
"166" 0.531360013531378 0.488751822897989 0.468757440006765 0.617895882254132 0.7
"167" 0.421924445236697 0.504387582036723 0.414482996046411 0.495185619243854 0.5
"168" 0.409202344033358 0.308868205028763 0.268785373296658 0.189464000332259 0.5
"169" 0.531360013531378 0.587231886505658 0.821107945172251 0.475624239854498 0.6
"170" 0 0.286030806586236 0.576162895421524 0.434778418583807 0.5
"171" 0.287639235518395 0.566808464223386 0.611817657669879 0.816340271796993 0.6
"172" 0.730772488867881 0.292267062039568 0.530499436299989 0.244783989555772 0.5
"173" 0.600239642845211 0.378957865868861 0.602431653113507 0.376471547486285 0.6
"174" 0.655675667221259 0.427829566253778 0.763517566771068 0.160441319476384 0.6
"175" 0.409202344033358 0.421875985617864 0.397270840593775 0.368853410333516 0.6
"176" 0.434519921604966 0.105377584523915 0.306888258129326 0.189464000332259 0.5
"177" 0.655675667221259 0.64456079115765 0.530499436299989 0.585193264430183 0.7
"178" 0 0.529565753002772 0.642215890344502 0.585193264430183 0.6
"179" 0 0.512540513587634 0.523616716939682 0.633605536152689 0.6
"180" 0.21221676089642 0.383905371339926 0.843564422612572 0.258073787565504 0.5
"181" 0.21221676089642 0.777850494473531 0.621557933634459 0.732892632189337 0.5
"182" 0.698918830528897 0.388964056709218 0.781323707941255 0.271156473717708 0.5
"183" 0.409202344033358 0.416064156901853 0.800449988462208 0.514201115642476 0.6
"184" 0.45935474306395 0.547622825109736 0.240079518360747 0.217565361185825 0.6
"185" 0.243313169500131 0.538459534786799 0.43774979339998 0.130456599319066 0.5
"186" 0.273133964380948 0.404845975891879 0.763517566771068 0.53269085304322 0.6
"187" 0.543038617260675 0.394137712200539 0.295415850291516 0.217565361185825 0.5
"188" 0.315948554359728 0.427829566253778 0.447677428124407 0.455495881352293 0.5
"189" 0.554634086925582 0.481250884392246 0.309837852295225 0.475624239854498 0.5
"190" 0.32978740119747 0.898445940330757 0.271328119779503 0.827165601017913 0.7
"191" 0.588949607655959 0.440183246073298 0.428189934555892 0.550674036574378 0.6
"192" 0.32978740119747 0.453170447934846 0.405733457115571 0.321500095697779 0.5
"193" 0.971381606651975 0 0.479980368192133 0.217565361185825 0.5
"194" 0.64471709944626 0.898445940330757 0.821107945172251 0.514201115642476 0.5
"195" 0.793141504367769 0.504387582036723 0.385075500405528 0.391482165284774 0.5
"196" 0.720206959297661 0.712914485165794 0.611817657669879 0.877706630636264 0.7
"197" 0.162406426895362 0.330937959826164 0.362288354527462 0.321500095697779 0.5
"198" 0 0.378957865868861 0.781323707941255 0.648907157422786 0.7
"199" 0.709589507014902 0.131341250585281 0.325113711626281 0.0342879522381606 0.5
"200" 0.782863100125991 0.399430302300857 0.689270655694506 0.585193264430183 0.7
"201" 0.144674876171709 0.399430302300857 0.401467464446407 0.514201115642476 0.6
"202" 0 0.36020942408377 0.491713601398635 0.455495881352293 0.6
"203" 0.421924445236697 0.323298429319372 0.303971993424357 0.391482165284774 0.5
"204" 0.21221676089642 0.576858084711488 0.43774979339998 0.296717525726709 0.5
"205" 0.622610799300406 0.520929761995093 0.731214626703342 0.758194128634802 0.6
"206" 0.434519921604966 0.712914485165794 0.341350931974893 0.550674036574378 0.6
"207" 0.51959520719808 0.433930148880701 0.537570746593316 0.585193264430183 0.6
"208" 0.0377380696367257 0.466841186736475 0.516912789883273 0.53269085304322 0.6
"209" 0.409202344033358 0.399430302300857 0.292625696842589 0.321500095697779 0.5
"210" 0.88376293551188 0.369382048828088 0.763517566771068 0.719764856137234 0.6
"211" 0.301904557093806 0.271349621873182 0.960215762769004 0.601763558267245 0.6
"212" 0.698918830528897 0.453170447934846 0.338020735055524 0.368853410333516 0.6
"213" 0.495793640609848 0.453170447934846 0.414482996046411 0.321500095697779 0.5
"214" 0.622610799300406 0.566808464223386 0.702508771767431 0.455495881352293 0.6
"215" 0 0.229449306378263 0.895354856248814 0.550674036574378 0.3
"216" 0.88376293551188 0.404845975891879 0.702508771767431 0.877706630636264 0.8
"217" 0.343435260591747 0.459917046304481 0.530499436299989 0.475624239854498 0.5
"218" 0.258367091191525 0.657255048616305 0.602431653113507 0.770388255517677 0.6
"219" 0 0.416064156901853 0.653199959947014 0.345535478047034 0.6
"220" 0.343435260591747 0.364746945898778 0.369662761368079 0.368853410333516 0.6
"221" 0.162406426895362 0.481250884392246 0.689270655694506 0.271156473717708 0.6
"222" 0.471604760099056 0.453170447934846 0.381135169205889 0.244783989555772 0.6
"223" 0.343435260591747 0.446594649523936 0.621557933634459 0.321500095697779 0.6
"224" 0.179513523673849 0.388964056709218 0.611817657669879 0.455495881352293 0.6
"225" 0.531360013531378 0.587231886505658 0.664672367784824 0.550674036574378 0.6
"226" 0.370206596202787 0.440183246073298 0.567968979267939 0.321500095697779 0.5
"227" 0.0860241960527671 0.440183246073298 0.306888258129326 0.321500095697779 0.6
"228" 0.343435260591747 0.364746945898778 0.279110217303576 0.262457481739259 0.6
"229" 0.543038617260675 0.394137712200539 0.516912789883273 0.160441319476384 0.5
"230" 0.751752708324409 0.557068062827225 0.621557933634459 0.78229089557135 0.6
"231" 0.942479313455689 0.481250884392246 0.344724662111933 0.719764856137234 0.7
"232" 0 0.587231886505658 0.602431653113507 0.758194128634802 0.6
"233" 0.356904626989109 0.488751822897989 0.485780312957075 0.189464000332259 0.5
"234" 0.720206959297661 0.323298429319372 0.653199959947014 0.391482165284774 0.6
"235" 0.315948554359728 0.35576643397324 0.523616716939682 0.244783989555772 0.5
"236" 0.51959520719808 0.416064156901853 0.181585157668097 0.244783989555772 0.5
"237" 0.21221676089642 0.295468711044627 0.664672367784824 0.244783989555772 0.5
"238" 0.409202344033358 0.280007756447547 0.198362038529548 0.189464000332259 0.5
"239" 0.106739379796076 0.597945812948817 0.731214626703342 0.455495881352293 0.6
"240" 0.803375698028507 0.03155693822664 0.479980368192133 0.160441319476384 0.5
"241" 0.446994834730976 0.453170447934846 0.423539598285758 0.495185619243854 0.6
"242" 0.793141504367769 0.684054036584578 0.702508771767431 0.475624239854498 0.7
"243" 0.495793640609848 0.427829566253778 0.362288354527462 0.296717525726709 0.5
"244" 0.0377380696367257 0.440183246073298 0.43292560284213 0.296717525726709 0.5
"245" 0.698918830528897 0.410389077096807 0.50400576645403 0.475624239854498 0.6
"246" 0.554634086925582 0.416064156901853 0.731214626703342 0.53269085304322 0.6
"247" 0.45935474306395 0.777850494473531 0.458002272131325 0.816340271796993 0.5
"248" 0.893637461175402 0.0342284524010583 0.423539598285758 0.189464000332259 0.5
"249" 0 0.744083769633508 0.393141365611134 0.931353390248937 0.6
"250" 0.893637461175402 0.0313210959019323 0.567968979267939 0.130456599319066 0.6
"251" 0.688193568422137 0.351415051906227 0.17800056281748 0.189464000332259 0.5
"252" 0.666573517258028 0.323298429319372 0.868162710522254 0.692500967723088 0.7
"253" 0.588949607655959 0.587231886505658 0.895354856248814 0.648907157422786 0.7
"254" 0.243313169500131 0.49646112080667 0.474307905119265 0.692500967723088 0.6
"255" 0.543038617260675 0.538459534786799 0.418971573188496 0.434778418583807 0.6
"256" 0.698918830528897 0.277072795574881 0.731214626703342 0.678341743026102 0.6
"257" 0.577586959006651 0.587231886505658 0.584625511943319 0.244783989555772 0.6
"258" 0.698918830528897 0.394137712200539 0.560027224033637 0.368853410333516 0.6
"259" 0.343435260591747 0.369382048828088 0.348143078714388 0.160441319476384 0.4
"260" 0.698918830528897 0.404845975891879 0.235590941218663 0.244783989555772 0.5
"261" 0.301904557093806 0.338883071553229 0.341350931974893 0.189464000332259 0.5
"262" 0.471604760099056 0.473949970913322 0.381135169205889 0.244783989555772 0.5
"263" 0.698918830528897 0.095762652705061 0.689270655694506 0.514201115642476 0.6
"264" 0.677412295281108 0.481250884392246 0.59337505087416 0.244783989555772 0.5
"265" 0.396346984697818 0.547622825109736 0.365949219884575 0.391482165284774 0.5
"266" 0.434519921604966 0.383905371339926 0.35160738147224 0.745698918914987 0.6
"267" 0.588949607655959 0.446594649523936 0.385075500405528 0.321500095697779 0.5
"268" 0.507740919617883 0.399430302300857 0.468757440006765 0.475624239854498 0.7
"269" 0.873851494231752 0.421875985617864 0.49778650936232 0.368853410333516 0.7
"270" 0.971381606651975 0.547622825109736 0.523616716939682 0.837742077023368 0.7
"271" 0.21221676089642 0.698211992492344 0.611817657669879 0.706304739114956 0.5
"272" 0.258367091191525 0.466841186736475 0.510378600866757 0.568169002390323 0.6
"273" 0.356904626989109 0.347152473554867 0.295415850291516 0.160441319476384 0.5
"274" 0.0634676149522354 0.427829566253778 0.289865385179016 0.296717525726709 0.6
"275" 0.471604760099056 0.191771990084592 0.485780312957075 0.244783989555772 0.6
"276" 0.600239642845211 0.347152473554867 0.621557933634459 0.296717525726709 0.5
"277" 0.196092761971144 0.280007756447547 0.731214626703342 0.53269085304322 0.6
"278" 0.709589507014902 0.0434928607575779 0.523616716939682 0.217565361185825 0.5
"279" 0.793141504367769 0.374117914864557 0.642215890344502 0.719764856137234 0.7
"280" 0.32978740119747 0.421875985617864 0.689270655694506 0.413448636538203 0.6
"281" 0 0.466841186736475 0.479980368192133 0.514201115642476 0.6
"282" 0.45935474306395 0.410389077096807 0.369662761368079 0.568169002390323 0.6
"283" 0.600239642845211 0.378957865868861 0.602431653113507 0.376471547486285 0.6
"284" 0.698918830528897 0.388964056709218 0.781323707941255 0.271156473717708 0.5
"285" 0.243313169500131 0.351415051906227 0.611817657669879 0.217565361185825 0.5
"286" 0.196092761971144 0.169264174682414 0.702508771767431 0.321500095697779 0.4
"287" 0.531360013531378 0.369382048828088 0.244647543458009 0.244783989555772 0.5
"288" 0.622610799300406 0.347152473554867 0.895354856248814 0.758194128634802 0.6
"289" 0.0860241960527671 0.684054036584578 0.746861034095688 0.648907157422786 0.6
"290" 0.698918830528897 0.083756706095275 0.249297879728143 0.189464000332259 0.5
"291" 0.446994834730976 0.36020942408377 0.341350931974893 0.130456599319066 0.6
"292" 0.106739379796076 0.274187161775705 0.423539598285758 0.550674036574378 0.6
"293" 0.611459327144555 0.657255048616305 0.544841274712324 0.568169002390323 0.6
"294" 0.0377380696367257 0.394137712200539 0.716462801421065 0.475624239854498 0.7
"295" 0.772539513544533 0.488751822897989 0.925753088923437 0.633605536152689 0.6
"296" 0 0.566808464223386 0.43292560284213 0.514201115642476 0.6
"297" 0.51959520719808 0.481250884392246 0.315840138646661 0.0994668458781365 0.5
"298" 0.64471709944626 0.410389077096807 0.664672367784824 0.244783989555772 0.5
"299" 0.698918830528897 0.342976007897474 0.200295281129751 0.321500095697779 0.5
"300" 0.677412295281108 0.576858084711488 0.602431653113507 0.53269085304322 0.6
"301" 0.421924445236697 0.473949970913322 0.263773823978961 0.296717525726709 0.5
"302" 0.421924445236697 0.512540513587634 0.664672367784824 0.160441319476384 0.5
"303" 0.370206596202787 0.433930148880701 0.576162895421524 0.321500095697779 0.5
"304" 0.782863100125991 0.481250884392246 0.385075500405528 0.514201115642476 0.5
"305" 0.709589507014902 0.529565753002772 0.702508771767431 0.633605536152689 0.6
"306" 0.106739379796076 0.834128369206903 0.315840138646661 0.475624239854498 0.4
"307" 0.0377380696367257 0.453170447934846 0.567968979267939 0.816340271796993 0.6
"308" 0.611459327144555 0.404845975891879 0.25165485209438 0.189464000332259 0.5
"309" 0.677412295281108 0.481250884392246 0.653199959947014 0.719764856137234 0.6
"310" 0.0634676149522354 0.416064156901853 0.843564422612572 0.568169002390323 0.3
"311" 0.356904626989109 0.504387582036723 0.452788222465574 0.160441319476384 0.6
"312" 0.0634676149522354 0.547622825109736 0.631680277293323 0.244783989555772 0.6
"313" 0.813566615881486 0.538459534786799 0.611817657669879 0.391482165284774 0.6
"314" 0.409202344033358 0.364746945898778 0.258857738572231 0.160441319476384 0.5
"315" 0 0.566808464223386 0.43292560284213 0.514201115642476 0.6
"316" 0 0.351415051906227 0.523616716939682 0.0994668458781365 0.6
"317" 0.709589507014902 0.453170447934846 0.468757440006765 0.568169002390323 0.6
"318" 0.179513523673849 0.657255048616305 0.960215762769004 0.837742077023368 0.5
"319" 0.751752708324409 0.427829566253778 0.59337505087416 0.321500095697779 0.7
"320" 0.611459327144555 0.520929761995093 0.516912789883273 0.550674036574378 0.7
"321" 0.409202344033358 0.374117914864557 0.485780312957075 0.368853410333516 0.6
"322" 0.566149299873861 0.378957865868861 0.653199959947014 0.475624239854498 0.5
"323" 0.356904626989109 0.351415051906227 0.242353424527247 0.160441319476384 0.5
"324" 0.0634676149522354 0.265814093210883 0.218378785766026 0.345535478047034 0.5
"325" 0.21221676089642 0.374117914864557 0.821107945172251 0.258073787565504 0.6
"326" 0.873851494231752 0.394137712200539 0.50400576645403 0.321500095697779 0.6
"327" 0.287639235518395 0.330937959826164 0.567968979267939 0.368853410333516 0.5
"328" 0.421924445236697 0.277072795574881 0.523616716939682 0.321500095697779 0.5
"329" 0.421924445236697 0.453170447934846 0.410071150488169 0.413448636538203 0.5
"330" 0.588949607655959 0.609016870273415 0.428189934555892 0.568169002390323 0.7
"331" 0.383351080912705 0.427829566253778 0.405733457115571 0.160441319476384 0.5
"332" 0.873851494231752 0.268558983456651 0.781323707941255 0.648907157422786 0.7
"333" 0.471604760099056 0.473949970913322 0.746861034095688 0.648907157422786 0.6
"334" 0.622610799300406 0.383905371339926 0.355118819045373 0.244783989555772 0.6
"335" 0.566149299873861 0.814553456256165 0.405733457115571 0.732892632189337 0.6
"336" 0.600239642845211 0.538459534786799 0.689270655694506 0.475624239854498 0.5
"337" 0.554634086925582 0.433930148880701 0.781323707941255 0.550674036574378 0.6
"338" 0.196092761971144 0.698211992492344 0.567968979267939 0.617895882254132 0.5
"339" 0.531360013531378 0.744083769633508 0.925753088923437 0.568169002390323 0.7
"340" 0.471604760099056 0.347152473554867 0.763517566771068 0.130456599319066 0.5
"341" 0 0.421875985617864 0.611817657669879 0.217565361185825 0.5
"342" 0.688193568422137 0.459917046304481 0.689270655694506 0.568169002390323 0.5
"343" 0.633696083792089 0.504387582036723 0.642215890344502 0.601763558267245 0.7
"344" 0.434519921604966 0.440183246073298 0.204205760188896 0.345535478047034 0.5
"345" 0.144674876171709 0.421875985617864 0.59337505087416 0.271156473717708 0.5
"346" 0.762169733727708 0.23162406323786 0.44266587880671 0.368853410333516 0.5
"347" 0.144674876171709 0.446594649523936 0.50400576645403 0.391482165284774 0.6
"348" 0.903475748621424 0.383905371339926 0.676678564190069 0.160441319476384 0.6
"349" 0.84388854857546 0.433930148880701 0.59337505087416 0.53269085304322 0.6
"350" 0.179513523673849 0.369382048828088 0.702508771767431 0.368853410333516 0.5
"351" 0.751752708324409 0.421875985617864 0.418971573188496 0.160441319476384 0.5
"352" 0.971381606651975 0.338883071553229 0.491713601398635 0.601763558267245 0.7
"353" 0.741287341026795 0.481250884392246 0.716462801421065 0.719764856137234 0.7
